"mt_id","cluster"
"3032_31","2"
"3032_34","1"
"3032_35","2"
"3032_38","2"
"3032_39","2"
"3032_4","2"
"3032_40","2"
"3032_42","1"
"3032_44","2"
"3032_45","2"
"3032_49","2"
"3032_5","2"
"3032_50","2"
"3032_52","2"
"3032_54","2"
"3032_55","2"
"3032_58","2"
"3032_6","1"
"3032_60","2"
"3032_61","1"
"3032_62","2"
"3032_65","2"
"3032_73","2"
"3032_78","2"
"3032_79","2"
"3032_81","2"
"3032_84","1"
"3032_85","2"
"3032_88","2"
"3032_93","2"
"3032_95","1"
"3032_96","1"
"3032_99","2"
"3054_0","2"
"3054_101","2"
"3054_102","2"
"3054_104","2"
"3054_105","2"
"3054_111","2"
"3054_112","2"
"3054_113","2"
"3054_114","2"
"3054_115","3"
"3054_18","2"
"3054_22","2"
"3054_25","2"
"3054_26","2"
"3054_27","2"
"3054_30","3"
"3054_33","2"
"3054_35","2"
"3054_39","2"
"3054_41","3"
"3054_44","2"
"3054_45","2"
"3054_47","2"
"3054_49","2"
"3054_52","2"
"3054_54","2"
"3054_58","2"
"3054_59","2"
"3054_6","1"
"3054_61","1"
"3054_67","2"
"3054_69","3"
"3054_70","2"
"3054_71","2"
"3054_80","2"
"3054_81","2"
"3054_89","2"
"3054_9","1"
"3054_91","2"
"3054_94","2"
"3058_0","3"
"3058_1","2"
"3058_10","3"
"3058_100","2"
"3058_101","3"
"3058_102","3"
"3058_104","2"
"3058_105","3"
"3058_109","3"
"3058_11","2"
"3058_111","2"
"3058_113","2"
"3058_116","2"
"3058_117","2"
"3058_12","2"
"3058_15","1"
"3058_16","2"
"3058_18","3"
"3058_19","2"
"3058_20","3"
"3058_24","1"
"3058_27","3"
"3058_29","3"
"3058_3","3"
"3058_30","3"
"3058_31","2"
"3058_36","2"
"3058_40","2"
"3058_41","3"
"3058_42","2"
"3058_45","3"
"3058_49","2"
"3058_5","2"
"3058_53","2"
"3058_54","2"
"3058_55","3"
"3058_56","2"
"3058_58","1"
"3058_60","3"
"3058_62","3"
"3058_66","3"
"3058_68","3"
"3058_69","1"
"3058_70","2"
"3058_73","3"
"3058_75","2"
"3058_78","3"
"3058_79","2"
"3058_84","3"
"3058_88","3"
"3058_92","2"
"3058_94","3"
"3061_10","1"
"3061_100","1"
"3061_101","2"
"3061_102","2"
"3061_109","2"
"3061_111","2"
"3061_113","2"
"3061_116","1"
"3061_117","1"
"3061_118","2"
"3061_12","3"
"3061_15","3"
"3061_17","3"
"3061_23","2"
"3061_24","1"
"3061_25","1"
"3061_26","1"
"3061_29","2"
"3061_3","3"
"3061_35","1"
"3061_41","2"
"3061_42","2"
"3061_44","1"
"3061_46","2"
"3061_47","2"
"3061_49","2"
"3061_5","3"
"3061_55","1"
"3061_56","1"
"3061_57","3"
"3061_59","1"
"3061_6","3"
"3061_64","2"
"3061_65","1"
"3061_67","2"
"3061_72","2"
"3061_73","2"
"3061_75","2"
"3061_81","1"
"3061_83","2"
"3061_84","2"
"3061_85","3"
"3061_91","1"
"3061_93","1"
"3061_97","2"
"3061_98","3"
"3089_1","1"
"3089_100","1"
"3089_103","2"
"3089_104","2"
"3089_105","3"
"3089_107","2"
"3089_11","1"
"3089_111","1"
"3089_112","2"
"3089_114","2"
"3089_116","2"
"3089_118","1"
"3089_14","2"
"3089_15","1"
"3089_2","2"
"3089_20","2"
"3089_22","1"
"3089_23","2"
"3089_25","1"
"3089_27","1"
"3089_28","2"
"3089_29","1"
"3089_30","1"
"3089_34","2"
"3089_36","1"
"3089_38","2"
"3089_39","2"
"3089_40","1"
"3089_43","2"
"3089_47","2"
"3089_49","1"
"3089_5","2"
"3089_50","1"
"3089_52","1"
"3089_54","1"
"3089_58","2"
"3089_59","2"
"3089_6","2"
"3089_61","1"
"3089_62","2"
"3089_65","2"
"3089_67","1"
"3089_69","1"
"3089_72","1"
"3089_74","2"
"3089_75","1"
"3089_77","2"
"3089_78","2"
"3089_79","2"
"3089_83","2"
"3089_84","1"
"3089_87","1"
"3089_88","1"
"3089_90","2"
"3089_93","2"
"3089_95","1"
"3089_96","2"
"3093_0","2"
"3093_1","2"
"3093_101","2"
"3093_102","2"
"3093_103","2"
"3093_104","2"
"3093_107","2"
"3093_111","2"
"3093_112","2"
"3093_113","2"
"3093_118","2"
"3093_13","2"
"3093_14","2"
"3093_19","1"
"3093_2","2"
"3093_21","1"
"3093_23","2"
"3093_24","2"
"3093_26","2"
"3093_27","2"
"3093_28","2"
"3093_3","2"
"3093_31","2"
"3093_35","1"
"3093_36","2"
"3093_38","2"
"3093_39","2"
"3093_40","2"
"3093_41","2"
"3093_42","2"
"3093_49","2"
"3093_52","1"
"3093_55","2"
"3093_56","1"
"3093_58","2"
"3093_59","2"
"3093_60","2"
"3093_65","2"
"3093_68","2"
"3093_69","2"
"3093_7","2"
"3093_70","2"
"3093_71","2"
"3093_77","2"
"3093_78","2"
"3093_8","2"
"3093_82","2"
"3093_83","1"
"3093_84","2"
"3093_85","2"
"3093_86","2"
"3093_90","2"
"3093_91","2"
"3093_95","1"
"3093_98","1"
"3096_100","2"
"3096_104","2"
"3096_105","3"
"3096_107","2"
"3096_111","2"
"3096_112","3"
"3096_114","2"
"3096_116","1"
"3096_118","2"
"3096_14","2"
"3096_15","2"
"3096_20","2"
"3096_22","2"
"3096_23","3"
"3096_25","2"
"3096_27","2"
"3096_28","3"
"3096_29","1"
"3096_30","2"
"3096_36","1"
"3096_38","2"
"3096_39","2"
"3096_40","2"
"3096_43","2"
"3096_47","2"
"3096_49","2"
"3096_50","2"
"3096_52","1"
"3096_54","2"
"3096_58","2"
"3096_59","2"
"3096_61","2"
"3096_62","2"
"3096_69","2"
"3096_7","3"
"3096_72","2"
"3096_74","2"
"3096_75","1"
"3096_79","2"
"3096_83","2"
"3096_87","2"
"3096_88","2"
"3096_93","2"
"3096_95","1"
"3096_96","3"
"3110_1","2"
"3110_10","2"
"3110_101","2"
"3110_104","3"
"3110_105","2"
"3110_109","2"
"3110_110","2"
"3110_111","2"
"3110_112","2"
"3110_114","2"
"3110_115","2"
"3110_12","2"
"3110_13","2"
"3110_16","2"
"3110_18","2"
"3110_2","2"
"3110_24","2"
"3110_25","2"
"3110_28","2"
"3110_29","2"
"3110_3","2"
"3110_30","2"
"3110_32","2"
"3110_35","2"
"3110_36","2"
"3110_38","2"
"3110_40","2"
"3110_47","2"
"3110_49","2"
"3110_5","2"
"3110_52","2"
"3110_54","2"
"3110_57","2"
"3110_58","2"
"3110_60","2"
"3110_62","2"
"3110_64","2"
"3110_65","3"
"3110_66","2"
"3110_70","2"
"3110_73","3"
"3110_74","2"
"3110_76","2"
"3110_77","2"
"3110_79","2"
"3110_8","2"
"3110_81","2"
"3110_85","2"
"3110_88","2"
"3110_89","3"
"3110_90","2"
"3110_91","2"
"3110_92","2"
"3110_95","2"
"3110_96","2"
"3110_97","3"
"3112_0","3"
"3112_101","2"
"3112_102","1"
"3112_105","1"
"3112_107","1"
"3112_108","1"
"3112_109","1"
"3112_111","1"
"3112_114","1"
"3112_117","1"
"3112_12","3"
"3112_14","3"
"3112_19","3"
"3112_28","3"
"3112_3","3"
"3112_33","3"
"3112_34","3"
"3112_39","3"
"3112_42","3"
"3112_47","3"
"3112_48","1"
"3112_49","2"
"3112_51","2"
"3112_54","1"
"3112_59","1"
"3112_6","3"
"3112_61","1"
"3112_62","1"
"3112_63","1"
"3112_65","2"
"3112_66","1"
"3112_72","1"
"3112_74","2"
"3112_75","1"
"3112_77","2"
"3112_80","1"
"3112_81","1"
"3112_83","1"
"3112_85","1"
"3112_86","1"
"3112_87","2"
"3112_89","2"
"3112_92","1"
"3112_97","1"
"3112_98","1"
"3112_99","2"
"3115_10","3"
"3115_102","3"
"3115_103","3"
"3115_104","3"
"3115_11","3"
"3115_111","3"
"3115_112","3"
"3115_116","3"
"3115_17","3"
"3115_2","3"
"3115_20","3"
"3115_21","3"
"3115_22","3"
"3115_25","3"
"3115_3","3"
"3115_30","3"
"3115_31","3"
"3115_34","3"
"3115_36","3"
"3115_37","3"
"3115_46","3"
"3115_51","3"
"3115_52","3"
"3115_54","1"
"3115_57","3"
"3115_62","3"
"3115_64","3"
"3115_67","3"
"3115_71","3"
"3115_77","3"
"3115_86","3"
"3115_92","3"
"3117_0","2"
"3117_100","2"
"3117_103","2"
"3117_106","2"
"3117_108","3"
"3117_109","3"
"3117_11","3"
"3117_111","3"
"3117_112","2"
"3117_113","2"
"3117_116","2"
"3117_14","2"
"3117_17","2"
"3117_19","2"
"3117_2","2"
"3117_20","2"
"3117_21","2"
"3117_23","2"
"3117_24","2"
"3117_29","2"
"3117_31","2"
"3117_32","3"
"3117_34","2"
"3117_37","2"
"3117_38","2"
"3117_39","2"
"3117_42","2"
"3117_47","2"
"3117_48","2"
"3117_50","2"
"3117_52","3"
"3117_53","3"
"3117_57","2"
"3117_6","3"
"3117_60","2"
"3117_61","2"
"3117_63","2"
"3117_64","2"
"3117_66","2"
"3117_69","2"
"3117_7","2"
"3117_72","2"
"3117_73","1"
"3117_74","2"
"3117_76","3"
"3117_8","3"
"3117_80","3"
"3117_82","2"
"3117_84","2"
"3117_87","2"
"3117_88","3"
"3117_91","2"
"3117_92","3"
"3117_96","2"
"3117_97","3"
"3117_99","3"
"3121_0","3"
"3121_105","3"
"3121_108","3"
"3121_113","3"
"3121_116","3"
"3121_13","3"
"3121_14","3"
"3121_17","3"
"3121_25","3"
"3121_30","3"
"3121_35","3"
"3121_43","3"
"3121_44","3"
"3121_51","3"
"3121_54","3"
"3121_56","3"
"3121_60","3"
"3121_68","3"
"3121_70","3"
"3121_73","1"
"3121_78","3"
"3121_79","3"
"3121_8","3"
"3121_80","3"
"3121_83","3"
"3121_9","3"
"3121_91","2"
"3121_94","3"
"3121_97","3"
"3121_99","3"
"3122_100","2"
"3122_106","2"
"3122_109","2"
"3122_11","1"
"3122_111","2"
"3122_113","2"
"3122_114","3"
"3122_116","3"
"3122_117","2"
"3122_14","1"
"3122_15","2"
"3122_16","2"
"3122_2","2"
"3122_20","2"
"3122_21","3"
"3122_23","1"
"3122_24","2"
"3122_25","1"
"3122_28","2"
"3122_29","2"
"3122_3","2"
"3122_31","2"
"3122_35","1"
"3122_37","2"
"3122_4","2"
"3122_40","2"
"3122_42","2"
"3122_43","1"
"3122_45","3"
"3122_5","3"
"3122_52","3"
"3122_53","3"
"3122_56","2"
"3122_57","2"
"3122_58","2"
"3122_60","1"
"3122_61","3"
"3122_65","2"
"3122_66","2"
"3122_68","3"
"3122_69","2"
"3122_71","2"
"3122_72","2"
"3122_73","3"
"3122_76","2"
"3122_82","3"
"3122_84","2"
"3122_87","3"
"3122_9","3"
"3122_90","3"
"3122_91","2"
"3122_92","3"
"3122_96","2"
"3122_98","2"
"3122_99","3"
"3128_101","1"
"3128_103","2"
"3128_105","1"
"3128_106","1"
"3128_107","1"
"3128_109","1"
"3128_11","3"
"3128_110","1"
"3128_112","1"
"3128_115","1"
"3128_117","1"
"3128_13","3"
"3128_16","3"
"3128_21","3"
"3128_23","3"
"3128_24","1"
"3128_25","1"
"3128_28","1"
"3128_29","1"
"3128_30","2"
"3128_35","1"
"3128_36","1"
"3128_40","1"
"3128_41","1"
"3128_45","1"
"3128_47","1"
"3128_48","1"
"3128_49","1"
"3128_53","2"
"3128_56","1"
"3128_59","1"
"3128_6","3"
"3128_60","1"
"3128_62","1"
"3128_64","1"
"3128_65","1"
"3128_66","1"
"3128_71","1"
"3128_72","1"
"3128_78","1"
"3128_79","1"
"3128_82","2"
"3128_85","3"
"3128_86","1"
"3128_87","1"
"3128_88","1"
"3128_89","1"
"3128_94","1"
"3128_97","1"
"3453_1","2"
"3453_11","1"
"3453_111","2"
"3453_115","2"
"3453_117","2"
"3453_13","2"
"3453_26","1"
"3453_27","2"
"3453_3","2"
"3453_31","2"
"3453_37","2"
"3453_4","2"
"3453_40","2"
"3453_42","2"
"3453_48","2"
"3453_49","2"
"3453_5","2"
"3453_51","1"
"3453_58","2"
"3453_6","2"
"3453_61","2"
"3453_62","3"
"3453_64","2"
"3453_69","1"
"3453_70","2"
"3453_71","1"
"3453_75","3"
"3453_76","2"
"3453_80","2"
"3453_82","2"
"3453_87","3"
"3453_89","1"
"3453_97","2"
"3453_99","2"
"3454_0","1"
"3454_10","1"
"3454_101","1"
"3454_103","1"
"3454_106","1"
"3454_108","1"
"3454_109","1"
"3454_11","1"
"3454_110","1"
"3454_112","1"
"3454_118","1"
"3454_13","1"
"3454_15","1"
"3454_18","1"
"3454_2","1"
"3454_20","1"
"3454_21","1"
"3454_24","1"
"3454_25","1"
"3454_29","1"
"3454_30","1"
"3454_32","1"
"3454_33","1"
"3454_37","1"
"3454_38","1"
"3454_39","1"
"3454_42","1"
"3454_43","1"
"3454_44","2"
"3454_47","2"
"3454_48","2"
"3454_49","1"
"3454_52","1"
"3454_54","1"
"3454_59","1"
"3454_60","1"
"3454_61","1"
"3454_64","1"
"3454_65","1"
"3454_66","1"
"3454_7","1"
"3454_75","1"
"3454_77","1"
"3454_78","1"
"3454_81","1"
"3454_82","1"
"3454_84","1"
"3454_85","1"
"3454_87","1"
"3454_89","1"
"3454_91","1"
"3454_94","1"
"3454_95","1"
"3454_98","1"
"3454_99","1"
"3455_0","1"
"3455_1","2"
"3455_100","1"
"3455_108","1"
"3455_11","1"
"3455_111","1"
"3455_112","1"
"3455_114","1"
"3455_118","1"
"3455_12","1"
"3455_14","1"
"3455_15","2"
"3455_17","1"
"3455_18","1"
"3455_23","1"
"3455_24","1"
"3455_26","1"
"3455_28","2"
"3455_29","1"
"3455_3","1"
"3455_31","1"
"3455_36","1"
"3455_37","1"
"3455_39","1"
"3455_41","1"
"3455_43","1"
"3455_45","1"
"3455_50","1"
"3455_52","1"
"3455_53","1"
"3455_55","1"
"3455_57","1"
"3455_58","1"
"3455_59","1"
"3455_61","1"
"3455_63","1"
"3455_67","1"
"3455_7","1"
"3455_70","1"
"3455_73","1"
"3455_74","1"
"3455_76","1"
"3455_78","2"
"3455_8","1"
"3455_81","1"
"3455_88","1"
"3455_90","1"
"3455_91","1"
"3455_96","1"
"3455_97","1"
"3457_0","1"
"3457_1","2"
"3457_100","1"
"3457_101","2"
"3457_107","2"
"3457_108","2"
"3457_109","2"
"3457_111","2"
"3457_114","1"
"3457_118","2"
"3457_12","2"
"3457_13","2"
"3457_14","2"
"3457_17","2"
"3457_2","2"
"3457_22","2"
"3457_23","2"
"3457_27","2"
"3457_29","2"
"3457_30","2"
"3457_31","2"
"3457_34","1"
"3457_35","2"
"3457_38","2"
"3457_39","2"
"3457_4","2"
"3457_40","2"
"3457_42","2"
"3457_44","2"
"3457_45","1"
"3457_49","2"
"3457_5","2"
"3457_50","2"
"3457_52","2"
"3457_54","2"
"3457_55","2"
"3457_58","1"
"3457_6","2"
"3457_60","2"
"3457_61","2"
"3457_62","2"
"3457_65","1"
"3457_68","2"
"3457_73","1"
"3457_74","1"
"3457_78","2"
"3457_79","1"
"3457_81","2"
"3457_82","1"
"3457_84","2"
"3457_85","1"
"3457_93","2"
"3457_94","1"
"3457_95","1"
"3457_96","1"
"3457_99","2"
"3459_0","1"
"3459_10","1"
"3459_100","1"
"3459_101","1"
"3459_102","1"
"3459_105","1"
"3459_108","1"
"3459_109","1"
"3459_11","1"
"3459_112","1"
"3459_113","1"
"3459_117","1"
"3459_118","1"
"3459_14","1"
"3459_15","1"
"3459_17","1"
"3459_19","1"
"3459_2","1"
"3459_22","1"
"3459_23","1"
"3459_24","1"
"3459_28","1"
"3459_29","1"
"3459_3","1"
"3459_30","1"
"3459_35","1"
"3459_38","1"
"3459_39","1"
"3459_4","1"
"3459_44","1"
"3459_45","1"
"3459_46","1"
"3459_47","1"
"3459_48","1"
"3459_50","1"
"3459_51","1"
"3459_55","1"
"3459_58","1"
"3459_59","1"
"3459_60","1"
"3459_61","1"
"3459_65","1"
"3459_67","1"
"3459_68","2"
"3459_72","1"
"3459_75","1"
"3459_76","1"
"3459_82","1"
"3459_83","1"
"3459_85","1"
"3459_87","1"
"3459_88","1"
"3459_89","1"
"3459_93","1"
"3459_94","1"
"3459_98","1"
"3461_1","1"
"3461_10","1"
"3461_100","1"
"3461_101","1"
"3461_102","1"
"3461_103","1"
"3461_109","1"
"3461_110","1"
"3461_112","1"
"3461_114","1"
"3461_116","1"
"3461_117","1"
"3461_12","1"
"3461_14","1"
"3461_17","1"
"3461_2","1"
"3461_23","1"
"3461_24","1"
"3461_26","1"
"3461_3","1"
"3461_31","1"
"3461_34","2"
"3461_36","1"
"3461_37","1"
"3461_40","1"
"3461_45","1"
"3461_46","1"
"3461_48","2"
"3461_49","1"
"3461_5","1"
"3461_52","1"
"3461_54","1"
"3461_56","1"
"3461_58","1"
"3461_60","1"
"3461_61","1"
"3461_63","1"
"3461_69","1"
"3461_70","1"
"3461_75","1"
"3461_76","1"
"3461_77","1"
"3461_79","1"
"3461_80","1"
"3461_81","1"
"3461_83","1"
"3461_87","1"
"3461_88","1"
"3461_9","1"
"3461_91","1"
"3461_92","1"
"3461_93","1"
"3461_96","1"
"3461_99","1"
"3463_0","2"
"3463_10","2"
"3463_101","2"
"3463_102","2"
"3463_104","2"
"3463_105","2"
"3463_108","2"
"3463_111","2"
"3463_112","2"
"3463_113","2"
"3463_114","2"
"3463_115","3"
"3463_12","2"
"3463_13","2"
"3463_16","2"
"3463_18","2"
"3463_21","3"
"3463_22","2"
"3463_25","2"
"3463_27","2"
"3463_30","3"
"3463_33","2"
"3463_35","2"
"3463_39","2"
"3463_41","3"
"3463_44","2"
"3463_45","2"
"3463_47","3"
"3463_49","1"
"3463_5","2"
"3463_51","2"
"3463_52","2"
"3463_54","2"
"3463_58","2"
"3463_59","2"
"3463_6","2"
"3463_61","2"
"3463_67","2"
"3463_69","2"
"3463_70","2"
"3463_71","3"
"3463_74","2"
"3463_77","2"
"3463_80","2"
"3463_81","2"
"3463_86","2"
"3463_88","2"
"3463_89","2"
"3463_9","1"
"3463_91","2"
"3463_92","2"
"3463_94","2"
"3463_95","2"
"3463_98","2"
"3465_0","1"
"3465_1","1"
"3465_101","2"
"3465_106","2"
"3465_107","2"
"3465_108","3"
"3465_109","3"
"3465_111","2"
"3465_114","2"
"3465_12","1"
"3465_13","2"
"3465_14","1"
"3465_17","1"
"3465_2","2"
"3465_22","2"
"3465_23","2"
"3465_27","2"
"3465_29","2"
"3465_30","2"
"3465_31","1"
"3465_34","2"
"3465_35","2"
"3465_38","2"
"3465_39","2"
"3465_4","1"
"3465_40","1"
"3465_42","1"
"3465_44","2"
"3465_49","2"
"3465_5","2"
"3465_50","2"
"3465_52","1"
"3465_54","2"
"3465_55","2"
"3465_58","2"
"3465_6","1"
"3465_60","2"
"3465_61","2"
"3465_62","2"
"3465_68","2"
"3465_73","2"
"3465_74","2"
"3465_78","2"
"3465_79","2"
"3465_81","2"
"3465_82","2"
"3465_84","2"
"3465_85","2"
"3465_87","1"
"3465_88","2"
"3465_93","2"
"3465_94","1"
"3465_95","2"
"3465_96","2"
"3465_99","2"
"3467_0","3"
"3467_1","3"
"3467_100","3"
"3467_101","3"
"3467_106","1"
"3467_108","3"
"3467_111","3"
"3467_114","3"
"3467_17","3"
"3467_2","3"
"3467_22","1"
"3467_29","3"
"3467_30","3"
"3467_34","3"
"3467_39","3"
"3467_4","3"
"3467_49","3"
"3467_54","3"
"3467_58","3"
"3467_6","3"
"3467_60","3"
"3467_73","3"
"3467_74","3"
"3467_81","3"
"3467_84","3"
"3467_87","3"
"3467_99","3"
"3478_10","1"
"3478_100","3"
"3478_101","3"
"3478_103","1"
"3478_105","2"
"3478_106","2"
"3478_108","2"
"3478_109","1"
"3478_11","2"
"3478_113","1"
"3478_116","1"
"3478_12","2"
"3478_13","2"
"3478_18","2"
"3478_20","1"
"3478_21","2"
"3478_22","2"
"3478_25","2"
"3478_27","1"
"3478_29","2"
"3478_31","1"
"3478_34","1"
"3478_37","1"
"3478_38","1"
"3478_39","2"
"3478_4","2"
"3478_41","1"
"3478_42","1"
"3478_48","2"
"3478_49","2"
"3478_51","2"
"3478_53","2"
"3478_6","1"
"3478_61","2"
"3478_62","2"
"3478_63","3"
"3478_67","2"
"3478_68","2"
"3478_7","2"
"3478_70","2"
"3478_71","1"
"3478_75","2"
"3478_79","2"
"3478_81","2"
"3478_82","2"
"3478_87","1"
"3478_9","1"
"3478_90","2"
"3478_91","2"
"3478_92","2"
"3478_94","2"
"3478_96","1"
